I , Q   (centre=5000.000 MHz ; BW=5.000 MHz ; fs=10.000 MSa/s)
-3.073729749e-04,2.625403431e-05
-4.495320900e-04,3.985239891e-04
-5.141822621e-04,6.442562444e-04
-5.402369425e-04,6.822441355e-04
-5.377638736e-04,6.706241984e-04
-5.401420058e-04,6.166778621e-04
-5.665479111e-04,5.738910404e-04
-6.314971251e-04,5.497398088e-04
-7.856131415e-04,5.374458269e-04
-9.301124373e-04,5.409774021e-04
-1.085510128e-03,5.033075577e-04
-1.093598432e-03,6.198391784e-04
-9.193089209e-04,7.154378691e-04
-7.030916749e-04,8.854126791e-04
-4.502725787e-04,1.145741087e-03
-2.534836240e-04,1.277148840e-03
-6.370554911e-05,1.371537102e-03
-2.017160441e-04,1.327373786e-03
-5.067631137e-04,1.100329333e-03
-7.847967208e-04,7.572942995e-04
-1.123445807e-03,4.173779162e-04
-1.400601235e-03,1.296230621e-04
-1.604866236e-03,3.826795000e-05
-1.701333560e-03,8.713528950e-05
-1.688261167e-03,1.380864414e-04
-1.594285830e-03,1.870059932e-04
-1.486749155e-03,9.554171265e-05
-1.229211921e-03,-1.740664738e-04
-8.974787779e-04,-5.617110291e-04
-6.446644547e-04,-9.817138780e-04
-4.381115141e-04,-1.298233750e-03
-2.962514409e-04,-1.451642602e-03
-3.233266762e-04,-1.406885800e-03
-5.679244641e-04,-1.187037444e-03
-8.096742094e-04,-8.188590873e-04
-9.616684983e-04,-5.629973602e-04
-1.016782480e-03,-4.108891590e-04
-7.626865990e-04,-1.946149714e-04
-3.086166107e-04,-2.794243628e-04
1.974582410e-04,-3.780894331e-04
7.317427662e-04,-4.733890528e-04
1.197859878e-03,-6.269830046e-04
1.545380568e-03,-5.711759441e-04
1.706336625e-03,-5.452542100e-04
1.706967945e-03,-4.887636169e-04
1.645697397e-03,-3.538954479e-04
1.448704395e-03,-2.386454144e-04
1.145555871e-03,-1.254601957e-04
8.077233215e-04,-7.623210877e-06
4.170266620e-04,9.204338858e-05
4.827400699e-05,1.441100176e-04
-3.579491458e-04,3.067606594e-04
-6.087034126e-04,4.246498575e-04
-8.350216085e-04,4.927461268e-04
-9.872200899e-04,6.023618043e-04
-9.106841171e-04,6.236887421e-04
-7.544463151e-04,6.861126749e-04
-4.530066799e-04,5.661397008e-04
-1.124067567e-04,4.373330739e-04
3.557371674e-04,3.735325881e-04
6.584631628e-04,2.237312729e-04
8.414154290e-04,3.144740476e-04
9.219148196e-04,4.599796084e-04
6.951884134e-04,6.619757041e-04
5.236329162e-04,9.385567973e-04
