I , Q   (centre=5000.000 MHz ; BW=5.000 MHz ; fs=10.000 MSa/s)
-2.427370782e-04,-5.285789957e-04
-1.476415637e-04,-4.429674009e-04
-1.158291343e-04,-5.066159647e-04
-6.820542330e-05,-5.448269658e-04
8.384582179e-05,-4.857922031e-04
1.618674432e-04,-4.935245961e-04
1.866357634e-04,-4.818476737e-04
2.391105954e-04,-5.040480173e-04
2.918465179e-04,-4.534338950e-04
3.137525637e-04,-4.076756304e-04
3.507721121e-04,-3.117969027e-04
4.316607374e-04,-2.030356263e-04
4.958884092e-04,-1.970120502e-04
5.301738856e-04,-1.990578894e-04
5.225886707e-04,-1.267418120e-04
5.155777908e-04,-7.194108184e-05
5.232010153e-04,-2.954824777e-05
5.157486303e-04,8.687422087e-05
5.116949906e-04,1.621285046e-04
4.457916948e-04,2.051384217e-04
4.167655716e-04,1.844048093e-04
4.215075460e-04,2.763959637e-04
3.574649745e-04,3.711165045e-04
3.395983658e-04,4.054209567e-04
2.856900392e-04,4.912556615e-04
2.090971684e-04,4.515921755e-04
1.623895805e-04,4.663401924e-04
1.096536653e-04,5.050732871e-04
4.009068289e-05,5.057046073e-04
-6.731304893e-05,5.566937616e-04
-1.054528329e-04,5.498300306e-04
-1.851880079e-04,5.093121435e-04
-2.507875033e-04,4.600555403e-04
-2.844084229e-04,4.188493767e-04
-3.618746705e-04,4.006267700e-04
-3.852284572e-04,3.654631728e-04
-4.477473267e-04,3.212096344e-04
-4.270469653e-04,2.202756586e-04
-4.713811795e-04,1.855582523e-04
-5.049784086e-04,1.449454285e-04
-4.586790164e-04,5.543203952e-05
-5.642220494e-04,2.504836993e-05
-5.127534969e-04,-6.647762348e-05
-4.672895302e-04,-1.260725257e-04
-5.378730712e-04,-1.829523098e-04
-4.695964162e-04,-2.434823109e-04
-3.854325623e-04,-2.877358638e-04
-3.874594113e-04,-3.776432422e-04
-3.267300490e-04,-3.956237633e-04
-2.505074372e-04,-4.241277347e-04
-2.535216045e-04,-5.356420879e-04
-1.375263237e-04,-5.127345212e-04
