I , Q   (centre=5000.000 MHz ; BW=5.000 MHz ; fs=10.000 MSa/s)
2.559637884e-03,-3.809896589e-04
1.302586519e-03,-4.969469737e-04
-3.649410501e-04,-3.381648567e-04
-1.871517277e-03,4.556838121e-06
-3.078894224e-03,2.295175073e-04
-3.798295511e-03,3.081704199e-04
-3.825200023e-03,2.481293341e-04
-3.542467020e-03,4.315705519e-05
-3.094439628e-03,-1.065303368e-04
-2.709619468e-03,-1.756661222e-04
-2.737364033e-03,-6.259007205e-05
-2.957677701e-03,1.827861706e-04
-3.145670984e-03,3.320463584e-04
-3.283420345e-03,4.181231488e-04
-3.219567705e-03,1.499484642e-04
-2.794281812e-03,-3.235117765e-04
-2.080315258e-03,-8.897464140e-04
-1.391824568e-03,-1.626677345e-03
-6.973624113e-04,-2.344569191e-03
-1.052487278e-04,-2.952693496e-03
2.686018997e-04,-3.316704184e-03
4.991209717e-04,-3.554718336e-03
5.436782958e-04,-3.660266055e-03
4.096455232e-04,-3.512287512e-03
1.006728999e-04,-3.199707484e-03
-3.107953526e-04,-2.708674874e-03
-8.130965871e-04,-1.982077491e-03
-1.483663800e-03,-1.152562094e-03
-2.120572142e-03,-4.003277281e-04
-2.561735921e-03,7.823047054e-05
-2.968870336e-03,3.094947606e-04
-3.239684273e-03,3.178584739e-04
-3.308354877e-03,8.979345148e-05
-3.214602591e-03,-9.206237155e-05
-2.922438085e-03,-1.043183729e-04
-2.398382640e-03,2.339034545e-04
-1.781889936e-03,8.839791408e-04
-1.075190725e-03,1.666264841e-03
-3.041926830e-04,2.514615189e-03
1.361687755e-04,3.160808235e-03
4.402143240e-04,3.495403565e-03
5.285410443e-04,3.451055149e-03
3.626009275e-04,3.165474162e-03
2.531513455e-04,2.788390964e-03
4.845912918e-05,2.614101395e-03
-7.618463860e-05,2.809010679e-03
-5.725477604e-05,3.169361735e-03
-2.465439320e-05,3.769582836e-03
3.798789112e-05,4.136754666e-03
9.513349505e-05,3.808838082e-03
8.962731226e-05,2.747351071e-03
2.567968295e-05,9.591954877e-04
-5.511401105e-05,-1.133840997e-03
-1.910976571e-04,-2.870765515e-03
-3.070217208e-04,-3.668800695e-03
-3.433530219e-04,-3.270105924e-03
-3.104013740e-04,-1.635976136e-03
-2.136160329e-04,6.242868258e-04
-6.932090037e-05,2.645358676e-03
9.440724534e-05,3.700542031e-03
9.931534441e-05,3.377044341e-03
-1.065635661e-05,1.733226702e-03
-1.484817330e-04,-6.078110309e-04
-2.932610223e-04,-2.680892358e-03
-3.490822855e-04,-3.897663206e-03
-2.798895584e-04,-3.702307818e-03
6.446977204e-05,-2.241309499e-03
4.890816635e-04,-1.424344227e-04
6.883436581e-04,1.888268394e-03
6.187236868e-04,3.200637875e-03
1.294426875e-05,3.573800204e-03
-1.031008433e-03,2.962661674e-03
-2.083533676e-03,1.814096351e-03
-2.932387171e-03,5.681665498e-04
-3.210287774e-03,-3.302995756e-04
-2.630800474e-03,-6.639455678e-04
-1.451049233e-03,-6.455188850e-04
1.154019337e-04,-3.547166416e-04
1.741182175e-03,4.851608901e-05
2.954478376e-03,2.441136312e-04
3.772763070e-03,8.364171663e-05
4.128130153e-03,-2.125575265e-04
4.039561376e-03,-5.558915436e-04
3.689942649e-03,-7.391998661e-04
3.284777980e-03,-5.124164745e-04
2.572672209e-03,1.116235508e-04
1.748715178e-03,1.058676979e-03
1.065407763e-03,2.148947911e-03
2.328259579e-04,3.026870312e-03
-1.155490754e-04,3.406445496e-03
1.111393867e-04,3.168877680e-03
7.980352966e-04,2.288301708e-03
1.799310325e-03,1.175137353e-03
2.733514411e-03,2.086319873e-04
3.326354316e-03,-3.209485731e-04
3.170325421e-03,-1.849459222e-04
2.401301870e-03,5.047552986e-04
1.175175421e-03,1.618959242e-03
-1.764825538e-05,2.603834262e-03
-5.771093420e-04,3.179030726e-03
-3.529651149e-04,3.291584784e-03
5.231487448e-04,2.821337897e-03
1.691536396e-03,2.040841850e-03
2.800400136e-03,1.050849678e-03
3.236285644e-03,6.991424016e-05
2.951317001e-03,-8.217450813e-04
