I , Q   (centre=5000.000 MHz ; BW=5.000 MHz ; fs=10.000 MSa/s)
-6.889369979e-05,3.056878995e-05
-7.382078184e-05,-1.958016401e-05
-8.468124724e-05,-2.255634899e-05
-3.116687367e-05,-4.615222861e-05
-6.296031643e-05,-1.898682626e-06
-8.034750499e-05,-4.403045023e-05
-7.108668069e-05,-1.451495336e-04
-5.612031237e-05,-1.058610505e-04
-3.222539090e-05,-7.947410631e-05
-1.253130540e-05,-6.623554509e-05
2.064817409e-06,-7.158982771e-05
-2.304051304e-05,-9.118898015e-05
-2.809575562e-05,-4.546395576e-05
1.208511458e-05,-2.348670387e-05
6.420870341e-05,-8.557362889e-05
4.198936585e-05,-1.091505183e-04
2.019249041e-05,-4.204158176e-05
3.270480875e-06,-5.018692900e-05
4.788002843e-05,-6.680989463e-05
9.120797040e-05,-7.151388127e-05
5.364727622e-05,-6.145561201e-05
3.527277659e-05,-6.575138104e-05
4.406842345e-05,-7.155185449e-05
6.805828161e-05,-1.197594065e-05
4.388330126e-05,-2.785367360e-05
9.765873983e-05,3.142319656e-06
9.289779700e-05,-3.096276851e-05
8.492332563e-05,-6.086227222e-05
9.663819947e-05,2.529045196e-05
4.341812382e-05,2.026843731e-06
4.585318675e-05,4.961257582e-05
6.060120359e-05,3.832490984e-05
6.507734724e-06,2.748343104e-05
-1.664195406e-05,1.362067414e-04
8.387905109e-05,9.758753731e-05
7.207399176e-05,1.273921080e-04
3.211147123e-05,1.413189457e-04
4.049890049e-05,1.335106208e-04
7.547263522e-06,1.295518596e-04
-2.872706864e-05,3.927425132e-05
-3.540568287e-05,1.274110982e-04
-8.462428377e-05,1.411717967e-04
-1.017693867e-04,1.195458026e-04
-6.972911797e-05,1.198638347e-04
-1.295138936e-04,5.031983528e-05
-6.755512732e-05,8.542647993e-05
-6.048728028e-05,7.746625488e-05
-1.241026475e-04,6.631149154e-05
-6.586055679e-05,7.060251664e-05
-6.807726459e-05,7.832065876e-07
-1.139684246e-04,1.912922698e-06
-1.240077108e-04,9.835175661e-06
-9.966659854e-05,-5.998887718e-05
-1.180600884e-04,-1.211834169e-04
-9.113201668e-05,-6.268500874e-05
-7.585237199e-06,1.511826031e-05
-4.682151484e-05,-5.580228390e-05
-5.643359327e-05,-8.620493463e-05
-5.595417679e-05,-8.034750499e-05
-8.255946886e-05,-1.014513618e-04
-3.207824193e-05,-1.089084326e-04
-5.914396297e-06,-6.649661373e-05
-9.688028513e-06,-3.542466948e-05
-3.350700354e-05,-5.589721695e-05
3.635502435e-05,-7.623210877e-06
1.253272931e-04,-6.147459499e-05
1.009719417e-04,-9.173010767e-05
5.455864448e-05,-5.002079342e-05
3.966347867e-05,-8.255946886e-05
3.534872303e-05,-8.573976083e-05
6.041608140e-05,-7.768934302e-05
3.174122685e-05,-5.520894410e-05
-1.666094067e-05,-6.562321505e-05
7.162780093e-05,-5.415043051e-05
1.316688868e-04,-3.603699588e-05
1.129099110e-04,-2.240445428e-05
9.353385394e-05,-1.000605789e-05
7.170374738e-05,1.084147789e-05
9.554171265e-05,8.544546290e-05
1.196787125e-04,3.843408194e-05
9.215730825e-05,3.938342343e-05
1.102659953e-04,8.125886961e-05
1.118846194e-04,5.401752060e-05
9.901630256e-05,5.930060433e-05
5.535609307e-05,5.626746133e-05
6.591751298e-05,-4.461904155e-06
2.330158350e-05,4.949865615e-05
-1.835076728e-05,9.522368055e-05
2.168295578e-05,3.030772132e-05
-3.116687367e-05,6.761209079e-05
-5.251281618e-05,5.485294241e-05
-5.144955139e-05,1.240836573e-04
-3.644521348e-05,1.691014186e-04
-9.719356603e-05,1.146946743e-04
-7.385875506e-05,9.672838496e-05
-2.264653631e-05,7.458499749e-05
-8.449612506e-05,9.941027383e-05
-7.168476441e-05,6.082429900e-05
-1.163275374e-04,1.084147789e-05
-5.972780855e-05,2.052950549e-05
-3.200229548e-05,5.468680683e-05
-1.516572811e-04,2.108487024e-05
-1.140776003e-04,-3.244848631e-05
-9.364302969e-05,-1.320059073e-05
-7.183191337e-05,-3.012259913e-05
9.968083759e-06,-3.343580102e-05
9.873149338e-07,-4.191341941e-05
-1.945200347e-05,-8.378886560e-05
-3.267158172e-05,-4.496080510e-05
-2.924920591e-05,-7.168476441e-05
1.374171552e-05,-1.005969534e-04
-2.160700751e-05,-9.658123599e-05
-2.173516987e-05,-1.517711935e-04
2.763057819e-05,-6.322138506e-05
5.496686208e-05,-5.976578177e-05
2.391390808e-05,-1.517901837e-04
2.188706458e-05,-1.528676803e-04
4.386431465e-05,-1.315407280e-04
1.238415734e-05,-1.116615240e-04
9.005452011e-05,-1.014181325e-04
1.323761535e-04,-6.521025352e-05
2.456420589e-05,-7.396793080e-05
5.821835657e-05,-2.990425116e-07
1.083530733e-04,-1.822735385e-06
6.368655886e-05,-2.155004768e-05
1.094305771e-04,5.107931065e-05
1.046126636e-04,5.610132575e-05
1.373981650e-04,9.600688645e-05
1.534277981e-04,6.907882198e-05
1.225979358e-04,2.378099907e-06
1.085381955e-04,3.849104542e-05
7.811655087e-05,4.075996912e-05
4.328996511e-05,1.969408549e-05
8.341862122e-05,4.687847468e-05
1.297369890e-04,2.625403431e-05
1.789033740e-05,5.462984700e-05
-2.177314309e-05,7.000917685e-05
2.075260090e-05,6.513905100e-05
2.872706864e-05,1.257022814e-04
1.701219662e-05,9.981849144e-05
-1.270218672e-05,1.140586101e-04
-5.565513493e-05,1.130760429e-04
-2.279843102e-05,1.410246477e-04
2.302152643e-05,1.675397507e-04
-8.590589277e-05,8.897701628e-05
-6.923071487e-05,1.711852237e-04
-8.765743405e-05,1.061933217e-04
-1.069385544e-04,3.360193659e-05
-5.547001274e-05,4.353204713e-05
-1.090935548e-04,1.359456746e-05
-5.847942521e-05,-1.404075829e-05
-9.559392493e-05,-5.608233914e-05
-1.158481173e-04,-1.297749623e-05
-6.050627053e-05,-4.116818673e-05
-4.797496513e-05,-6.446977204e-05
-7.795041893e-05,-4.040871136e-05
-9.879320714e-05,-2.547557415e-05
-6.828137703e-05,-4.862526112e-05
-6.837156252e-05,-5.883542690e-05
-5.039103780e-05,-5.448269803e-05
-4.248776895e-05,-4.745282422e-05
-5.126443284e-05,-7.361666940e-05
-5.957591566e-05,-1.219096666e-04
-3.324593126e-05,-4.219347466e-05
-2.173991561e-06,-4.849710240e-05
-3.588984691e-05,-7.486505638e-05
-3.429020944e-05,-6.322138506e-05
2.632998076e-05,-9.790082549e-05
2.320664862e-05,-1.926213554e-05
5.163942114e-05,-9.816189049e-06
9.888813656e-05,-9.734545893e-05
6.017399937e-05,-6.589853001e-05
9.133612912e-05,-7.233980796e-06
1.441669738e-04,-1.004118312e-04
1.606760197e-04,-1.085381955e-04
1.484437526e-04,-3.464146357e-05
1.332685351e-04,-4.873918442e-05
1.298841380e-04,3.174122685e-05
1.294569229e-04,6.381946878e-05
9.875523392e-05,4.202259515e-05
4.003372305e-05,3.960651884e-05
8.656093996e-05,6.259007205e-05
6.636370381e-05,5.955692905e-05
5.622948447e-05,7.158982771e-05
1.240077108e-04,1.046126636e-04
7.495524187e-05,4.197037924e-05
6.155054143e-05,2.949128793e-05
1.645683187e-05,4.150520181e-05
-1.824159335e-05,1.216675810e-04
4.965055268e-06,1.152310506e-04
-3.748948802e-05,9.150701226e-05
-6.597447646e-05,9.896408301e-05
-3.399116758e-05,6.448875502e-05
-6.171668065e-05,8.873493061e-05
-1.361307950e-04,8.672707918e-05
-5.911073822e-05,1.141535467e-04
-1.087612909e-04,5.608233914e-05
-1.740474836e-04,-4.703986178e-06
-7.378280861e-05,2.417497672e-05
-8.719225298e-05,3.810181443e-05
-8.910517499e-05,5.729275017e-06
-4.334692494e-05,-4.023783185e-05
-2.114183189e-05,2.802455492e-05
-4.914739839e-05,2.529045196e-05
-5.081824202e-05,1.727326526e-05
-4.651772372e-07,-1.902479926e-05
-7.458499749e-05,-7.910386194e-05
-5.922465789e-05,-1.019545089e-04
-7.841559272e-05,-1.594133937e-04
-9.819986735e-05,-9.341993427e-05
-2.285539267e-05,-9.271267481e-05
-5.079925540e-05,-7.893298607e-05
