I , Q   (centre=5000.000 MHz ; BW=5.000 MHz ; fs=10.000 MSa/s)
-9.256552585e-05,3.484557237e-05
-6.433686212e-05,6.737000513e-05
-8.581570728e-05,-1.091742524e-05
-1.128909207e-04,3.663033567e-05
-6.995221338e-05,4.838317909e-05
-6.232900341e-05,8.610525583e-06
-8.382683882e-05,-1.161993805e-05
-8.938523388e-05,-6.132744602e-05
-1.111773599e-04,-3.841509533e-05
-4.951764276e-05,-2.342974403e-05
1.803748546e-06,-7.402488700e-05
-1.803748455e-05,-1.442571665e-04
-1.253130540e-05,-1.210172850e-04
2.754039087e-05,-7.821148756e-05
5.065210644e-05,-8.798969793e-05
-6.242394011e-05,-5.727376265e-05
-3.183615991e-05,-7.886178355e-05
2.666699766e-05,-9.996564040e-05
6.488748113e-06,-7.837761950e-05
2.671921175e-05,-1.099716974e-04
7.214994184e-06,-7.142369577e-05
6.980506441e-05,-3.986758747e-05
7.584762352e-05,-7.417678717e-05
6.547132216e-05,-6.175465387e-05
6.733203190e-05,-1.667992728e-05
4.009068289e-05,-2.411801688e-05
8.206106577e-05,-4.295769486e-06
7.415779692e-05,-3.045961603e-05
4.604305286e-05,-5.819462331e-06
7.592356997e-05,6.512006803e-05
8.890106983e-05,4.527883357e-05
9.289779700e-05,9.351486369e-05
8.415910997e-05,4.256371903e-05
9.585499356e-05,4.741485100e-05
1.297179988e-04,9.665718972e-05
1.050256324e-04,1.166455695e-04
2.155004768e-05,1.366719225e-04
2.313070036e-05,8.776660252e-05
3.411932630e-05,8.946118032e-05
-1.236517073e-05,1.442381763e-04
3.756069054e-05,1.579798845e-04
1.701219662e-05,1.311657397e-04
1.684606104e-05,1.109922378e-04
3.327441391e-06,7.949309656e-05
-1.068626079e-04,5.295900701e-05
-6.595548621e-05,3.345004006e-05
6.137491710e-06,7.110566366e-05
-9.695148037e-05,4.406842345e-05
-9.518570732e-05,2.584581671e-05
-3.785973240e-05,4.246878234e-05
-5.701269401e-05,3.283771730e-05
-6.390965427e-05,1.249807883e-05
-1.098767607e-04,3.449431824e-05
-7.306131010e-05,2.975235657e-05
-1.227450848e-04,-3.761765038e-05
-1.059180140e-04,-8.961782441e-06
-8.529357001e-05,-2.337278238e-05
-8.995958342e-05,-5.513299766e-05
-6.359637337e-05,-5.190048978e-05
-8.825076657e-05,-4.049890049e-05
-6.575138104e-05,-1.069005812e-04
-7.845356595e-05,-9.572683484e-05
-2.612587377e-05,-4.600507964e-05
3.014158665e-06,-1.015083180e-04
4.468549741e-05,-7.037942123e-05
3.605598249e-05,-6.584631046e-05
2.819069050e-05,-6.891268276e-05
1.385088945e-05,-1.150649114e-04
3.369212209e-05,-1.473092852e-04
9.148802201e-05,-7.805958739e-05
1.152975074e-05,-5.005876665e-05
9.252755262e-05,-4.611425538e-05
6.593650323e-05,-4.703986178e-06
1.210410210e-05,-1.576855902e-05
1.094875333e-04,-5.329127453e-05
7.664981968e-05,-2.622080683e-05
9.396105452e-05,-4.432949208e-05
1.408537646e-04,-1.524642175e-05
1.109542645e-04,1.647581848e-05
7.460398774e-05,-1.035731384e-05
1.049496859e-04,-9.388985745e-06
1.109732548e-04,3.176021346e-05
6.257108907e-05,2.229528036e-05
5.691301340e-06,-3.042164280e-05
5.264097490e-05,5.790507203e-05
1.075698674e-04,8.743433864e-05
1.297749623e-05,2.170194239e-05
1.070856979e-05,5.695573054e-05
3.990556070e-05,8.802767115e-05
3.728063530e-05,8.085065201e-05
2.861789471e-05,6.338751700e-05
-1.329552470e-05,8.226517093e-05
-4.137229553e-05,9.698945360e-05
-4.998282020e-05,7.359768642e-05
-3.747050141e-05,7.640773401e-05
-6.048728028e-05,2.049153227e-05
-7.039840420e-05,5.059514660e-05
-7.527327398e-05,9.914920520e-05
-6.251412560e-05,2.541861431e-05
-9.916819545e-05,1.394582432e-05
-1.488139969e-04,4.250675920e-05
-9.862706793e-05,6.946804933e-05
-8.561160212e-05,1.779540253e-05
-1.127200449e-04,1.744414658e-05
-9.325379506e-05,-1.459612304e-05
-8.228416118e-05,-7.235405064e-05
-1.035541500e-04,-4.001473644e-05
-1.143766422e-04,-7.473214646e-05
-1.048547529e-05,-4.367919246e-05
