I , Q   (centre=5000.000 MHz ; BW=5.000 MHz ; fs=10.000 MSa/s)
1.278003328e-04,4.063180677e-05
8.194713882e-05,1.184493158e-04
4.717276897e-05,5.820411752e-05
1.130950332e-04,3.123807619e-05
9.165415395e-05,5.612031237e-05
8.494231588e-05,2.508634498e-05
5.083722863e-05,9.580278129e-05
3.285670391e-05,9.806695743e-05
-3.036468115e-05,3.707652650e-05
-6.127048982e-05,5.961388888e-05
-7.086832738e-06,1.333444816e-04
5.297324606e-06,1.258494303e-04
-3.923627810e-05,1.024386729e-04
-1.031079591e-04,9.791980847e-05
-3.905115591e-05,4.343711043e-05
-1.054243512e-05,8.960832929e-05
-6.021197260e-05,8.224618796e-05
-6.859465793e-05,5.543203952e-05
-8.726345550e-05,4.509371138e-05
-1.195078294e-04,5.507603782e-05
-4.769490624e-05,2.644390224e-05
-3.121908958e-05,-2.534266605e-05
-1.244539017e-04,1.386987697e-05
-1.092264647e-04,1.731123848e-05
-8.380784857e-05,1.604861427e-05
-8.125886961e-05,2.093772309e-05
-8.006744611e-05,-4.953662938e-05
-7.636976079e-05,-5.799526116e-05
4.075996912e-05,-3.334086796e-05
-6.500614836e-05,-6.017399937e-05
-1.106219934e-04,-1.928112215e-05
3.174122685e-05,-1.048357590e-04
-1.623373646e-05,-8.423505642e-05
7.547263522e-06,-4.379311576e-05
1.348064689e-05,-1.560100063e-04
6.208692412e-06,-1.273921080e-04
3.812080104e-05,-9.963336925e-05
2.026843731e-06,-7.373059634e-05
-4.352729775e-06,-1.119036096e-04
1.673688712e-05,-1.412287675e-04
7.860071491e-05,-7.863868814e-05
7.975416520e-05,-1.059180140e-04
8.573976083e-05,-1.090413425e-04
1.487760310e-04,-3.508765440e-05
1.053389133e-04,-2.184908953e-05
7.012309652e-05,2.408004184e-05
6.218185445e-05,8.871594218e-06
6.385269808e-05,-7.770358934e-06
8.326672832e-05,8.285851072e-05
4.544496915e-05,2.597872481e-05
2.685211984e-05,-2.800557013e-07
5.070906627e-05,4.364121924e-05
7.075440953e-05,3.438039494e-05
8.263541531e-05,1.179081883e-04
3.503069456e-05,6.621655484e-05
1.072755731e-05,2.374777250e-05
1.290629552e-05,1.055620087e-04
4.110647751e-06,8.812260785e-05
5.636239439e-05,1.353713305e-04
2.099468293e-05,1.016744573e-04
-1.701219662e-05,1.530718000e-04
3.912235479e-05,1.781201718e-04
-2.976184987e-06,1.003738580e-04
-2.567968295e-05,8.176202391e-05
-5.691775732e-05,4.984041880e-06
-5.902054909e-05,5.689877071e-05
9.075703019e-06,3.601800927e-05
-9.639611380e-05,4.728669228e-05
-1.219618789e-04,4.198936585e-05
-7.949309656e-05,2.941534149e-05
-6.898863649e-05,4.919961430e-05
-9.602587670e-05,2.056748053e-05
-7.413880667e-05,2.203421172e-05
-8.164809697e-05,-5.431656245e-05
-1.386038348e-04,-1.718307794e-05
-1.075888504e-04,9.540880455e-06
-9.604011575e-05,-2.079057413e-05
-6.333530473e-05,-1.181882471e-04
-7.759441360e-05,-6.790638145e-05
-4.529782018e-05,1.909599996e-05
-6.130846305e-05,-6.787315942e-05
-9.920141747e-05,-1.075698674e-04
-2.309272713e-05,-1.041664727e-04
-1.359456746e-05,-1.039433773e-04
-1.145380338e-05,-9.998463065e-05
1.880170566e-05,-7.262935833e-05
-1.000605789e-05,-1.200489569e-04
3.869515058e-05,-1.022155775e-04
9.167314420e-05,-8.352779696e-05
7.047435065e-05,-7.791243843e-05
1.147278963e-04,-5.061413322e-05
7.692512736e-05,-4.832621926e-05
5.472478006e-05,3.371110870e-05
4.879139669e-05,-2.220034730e-05
1.247909131e-05,-6.730830137e-06
8.073673234e-05,7.120059763e-06
6.353941717e-05,-5.303020589e-05
1.061221192e-04,2.320664862e-05
1.275250252e-04,-5.290204354e-05
6.662477244e-05,-2.309272713e-05
1.121456880e-04,2.736950955e-05
1.158291343e-04,-2.409902845e-05
1.195837758e-04,9.254653560e-05
1.036111134e-04,1.150839016e-04
3.466045018e-05,6.004109309e-05
1.768148286e-05,9.210034477e-05
5.325330130e-05,9.039153520e-05
5.041002441e-05,1.571064931e-04
5.531811985e-05,1.066395125e-04
9.763975686e-05,7.761339657e-05
5.193371544e-05,1.392398844e-04
-2.564170973e-05,6.765006401e-05
-5.548899935e-05,4.503675154e-05
-5.210459858e-05,8.025731222e-05
-6.625452806e-05,1.099527144e-04
-8.995958342e-05,6.032114834e-05
-4.128210639e-05,1.040762872e-04
-6.774024951e-05,3.395319072e-05
-1.345359051e-04,3.378705878e-05
-7.218316750e-05,4.126311978e-05
-4.377412915e-05,-1.102659917e-05
-7.941715012e-05,3.923627810e-05
-8.737737517e-05,-5.148752462e-05
-1.350532984e-04,-4.195139263e-05
-9.983748168e-05,-3.726639261e-05
-3.434242171e-05,-8.018136577e-05
-1.011570639e-04,-4.520288712e-05
-6.162174395e-05,-4.676455501e-05
-1.145380338e-05,-8.101679123e-05
-4.246878234e-05,-8.672707918e-05
-3.772682248e-05,-6.993323041e-05
-4.648924369e-05,-6.796334492e-05
-2.934414078e-05,-6.338751700e-05
3.309878593e-05,-9.273165779e-05
2.839479930e-05,-1.082771269e-04
4.461904268e-07,-6.023095921e-05
5.126443284e-05,-8.585368050e-05
5.076602611e-05,-7.335560076e-05
1.816564691e-05,-7.369262312e-05
6.143662176e-05,-6.578935427e-05
7.975416520e-05,-6.699501682e-05
6.684786786e-05,-9.023964230e-05
1.098008142e-04,7.120059763e-06
1.124257469e-04,-3.157509127e-05
6.515804125e-05,-6.313119957e-05
8.873493061e-05,-3.724740600e-05
1.456147147e-04,-5.003028946e-06
9.570784459e-05,2.398510878e-05
5.760603017e-05,2.173991561e-06
1.209793118e-04,8.185220941e-05
1.280091819e-04,7.919405471e-05
8.157690172e-05,8.159588469e-05
7.415779692e-05,4.916638500e-05
3.949734673e-05,3.144218499e-05
4.538800931e-05,1.163845009e-04
4.189443280e-05,5.489091564e-05
1.005827107e-05,5.346215767e-05
5.200966552e-05,1.315407280e-04
5.487192902e-05,1.097106287e-04
-1.030035310e-05,9.548474918e-05
-2.067665446e-05,1.106931959e-04
1.219903606e-05,9.412719373e-05
-8.961782441e-06,8.198511932e-05
-2.932515417e-05,6.538113666e-05
-4.226467718e-05,9.094690176e-05
-6.725608546e-05,8.226517093e-05
-9.531861724e-05,1.407398486e-05
-1.016934402e-04,1.216106193e-05
-1.272259833e-04,4.388330126e-05
-6.443179154e-05,3.919830124e-05
-3.220640428e-05,-1.136361516e-05
-8.906720177e-05,-3.525378997e-05
-7.127180288e-05,-2.473034147e-05
-1.096346823e-04,-4.698764678e-05
-8.559261187e-05,-5.322007564e-05
-1.005827107e-05,-6.865161413e-05
-8.048040763e-05,-6.727507571e-05
-7.707702025e-05,-2.599771142e-05
-4.042295404e-05,-9.935331764e-05
-5.210459858e-05,-1.508218556e-04
-3.685343108e-05,-1.259823330e-04
-3.224437751e-05,-9.033457172e-05
-5.028186206e-05,-8.282053750e-05
3.887552793e-06,-1.111393867e-04
4.817907211e-06,-5.742090798e-05
-2.988051710e-05,-5.853638504e-05
7.566250133e-05,-8.113071090e-05
7.661184100e-06,-9.031558875e-05
-2.065766785e-05,-1.148608062e-04
4.496080510e-05,-1.209223483e-04
7.262935833e-05,-1.200679399e-04
8.438220539e-05,-1.930010876e-05
6.104739441e-05,-8.444390915e-06
1.005779632e-04,-4.912841177e-05
1.101378293e-04,-6.118504643e-06
9.738343215e-05,-2.726033563e-05
1.047835467e-04,-1.765774869e-06
1.274110982e-04,7.252967862e-06
9.115100693e-05,-5.762501587e-06
4.626614827e-05,6.182585639e-05
6.643965025e-05,1.463409626e-05
6.746019062e-05,7.680171620e-06
4.555888881e-05,6.751715409e-05
9.310664609e-05,7.813553384e-05
1.140586101e-04,1.016602182e-04
3.326492151e-05,7.495524187e-05
3.585187369e-05,8.081267879e-05
3.644521348e-05,8.308160614e-05
1.134462877e-06,8.046142466e-05
5.074229193e-06,8.529357001e-05
-8.354203374e-07,9.738343215e-05
-3.019854739e-05,1.664622541e-04
-5.247484296e-05,1.316688868e-04
-1.919093484e-05,8.696915756e-05
-6.415173993e-05,1.030889762e-04
-7.553434261e-05,8.659416926e-05
-7.168476441e-05,5.547001274e-05
-1.234143710e-04,6.489697262e-05
-1.280424040e-04,4.704461026e-05
-1.122026515e-04,4.200360490e-05
-8.858778165e-05,-1.100761256e-05
-1.204192013e-04,-4.821704715e-05
-7.032720168e-05,2.257533561e-05
-3.975366781e-05,6.488748113e-06
-1.124969494e-04,2.705622683e-05
-1.316309208e-04,-4.120615995e-05
-1.444470254e-04,-1.147278963e-04
-8.639005682e-05,-4.460954733e-05
-2.225730714e-05,-5.134037929e-05
-7.266733155e-05,-5.993191735e-05
-6.372453936e-05,-7.847255620e-05
-4.388330126e-05,-8.243131015e-05
-6.104739441e-05,-4.479466952e-05
4.836893822e-06,-9.425535245e-05
2.367182606e-05,-1.249760389e-04
4.487061597e-05,-1.014181325e-04
3.105295400e-05,-8.162911399e-05
2.268451135e-05,-5.742090798e-05
3.423324961e-05,-4.260169226e-05
3.895621921e-05,-6.171668065e-05
1.127010546e-04,-5.308716572e-05
1.143196787e-04,-4.797496513e-05
