I , Q   (centre=5000.000 MHz ; BW=5.000 MHz ; fs=10.000 MSa/s)
-5.827531641e-05,-4.760472075e-05
-5.435453568e-05,-5.050495747e-05
2.420820238e-07,-5.054293069e-05
-8.479042299e-05,-9.124594362e-05
-4.598609303e-05,-5.865030835e-05
-5.135936590e-05,-6.775923976e-05
-9.366201266e-05,-7.186988660e-05
2.511957064e-05,-1.033120716e-04
7.514036497e-06,-7.359768642e-05
-1.221802268e-05,-3.186938920e-05
3.536770964e-05,-5.297799362e-05
1.288730800e-05,-1.074606917e-04
7.642197488e-06,-7.765136979e-05
3.748948802e-05,-4.181848635e-05
6.534316344e-05,-1.104701005e-04
7.847255620e-05,-7.257714606e-05
7.378280861e-05,-2.227629375e-05
3.731860852e-05,-3.540568287e-05
4.174728383e-05,-2.939635306e-05
9.611606220e-05,-8.444390915e-06
7.515935431e-05,-9.407972357e-06
1.021776043e-04,8.477618394e-06
1.130760429e-04,2.325886271e-06
8.131583309e-05,-3.767461021e-05
7.847255620e-05,-1.601064105e-05
1.195837758e-04,3.369212209e-05
1.018453331e-04,4.923758752e-05
6.930191739e-05,5.102235082e-05
6.287013093e-05,7.750422810e-05
3.944038326e-05,1.094875333e-04
6.273722101e-05,1.037962356e-04
4.763794641e-05,1.146756840e-04
3.133300925e-05,1.009719417e-04
-1.710712968e-05,6.896964624e-05
-8.904821698e-06,3.307979932e-05
7.324168109e-06,2.253736238e-05
-2.564170973e-05,7.573844778e-05
-4.051788710e-05,8.431100287e-05
-4.890531636e-05,1.104368785e-04
-5.418365618e-05,1.152880068e-04
-4.810312385e-05,1.030510030e-04
-3.739455497e-05,3.747050141e-05
-5.671364852e-05,2.079057413e-05
-6.099043458e-05,3.979164103e-05
-1.145617643e-04,1.931909537e-06
-5.738293476e-05,1.543154394e-05
-7.345053746e-05,3.588510253e-06
-1.333254913e-04,1.495212564e-05
-8.224618796e-05,-6.692856118e-07
-1.178369930e-04,-3.944038326e-05
-8.892005280e-05,-2.391390808e-05
-8.231738320e-05,-2.802455492e-05
-1.221849670e-04,-3.425223622e-05
-1.079780777e-04,-7.047435065e-05
-5.865030835e-05,-7.280024147e-05
-3.893723260e-05,-3.822997314e-05
-4.289598655e-05,-9.918717842e-05
-3.079188537e-05,-1.093356404e-04
-1.015320504e-05,-1.344789489e-04
-2.941534149e-05,-1.131140161e-04
-5.256977602e-05,-6.814846711e-05
-5.251281618e-05,-8.140601858e-05
-2.843277343e-06,-5.169163342e-05
9.137410234e-05,-7.430494588e-05
9.100385796e-05,-9.266046254e-05
5.095114830e-05,-8.871594764e-05
8.804666140e-05,-4.244979573e-05
1.321530581e-04,-5.706965385e-05
6.885572657e-05,-8.369392890e-05
