I , Q   (centre=5000.000 MHz ; BW=5.000 MHz ; fs=10.000 MSa/s)
-2.592679579e-03,-6.794577930e-04
-3.157813102e-03,7.033289876e-04
-3.170515178e-03,1.426560921e-03
-2.524806419e-03,1.298589748e-03
-1.209726674e-03,5.159527645e-04
5.147613701e-04,-5.991815124e-04
2.126894891e-03,-1.588689513e-03
3.243386745e-03,-1.975517487e-03
3.550887806e-03,-1.547891530e-03
3.159673652e-03,-4.015001759e-04
2.258326393e-03,1.005162601e-03
1.347343205e-03,2.217286266e-03
9.037444252e-04,2.881568857e-03
1.043615630e-03,2.802707255e-03
1.748734154e-03,2.129111439e-03
2.640540712e-03,1.295091468e-03
3.426861018e-03,1.943159295e-04
3.608849831e-03,-8.851326420e-04
3.050798550e-03,-1.697502914e-03
1.853588969e-03,-2.525679767e-03
4.914597375e-04,-3.081220202e-03
-6.723710103e-04,-3.284981940e-03
-1.475219498e-03,-2.942616353e-03
-1.425872673e-03,-2.018527593e-03
-8.222102770e-04,-5.300837220e-04
9.712236351e-05,1.243323786e-03
9.702410898e-04,2.609506715e-03
1.360415597e-03,3.327488666e-03
1.340280054e-03,3.166736802e-03
8.802434895e-04,2.109303605e-03
1.485007087e-04,4.244457523e-04
-5.768862320e-04,-1.305747777e-03
-1.131795230e-03,-2.639425220e-03
-1.693506259e-03,-3.459902946e-03
-2.146403771e-03,-3.514945740e-03
-2.271807054e-03,-3.201639280e-03
-2.224814612e-03,-2.819686197e-03
-1.830121153e-03,-2.376310527e-03
-1.021026052e-03,-2.233035862e-03
1.125159324e-04,-2.164849546e-03
1.367317280e-03,-2.003556350e-03
2.321713837e-03,-1.835219213e-03
2.713136841e-03,-1.469827141e-03
2.439550823e-03,-1.011186163e-03
1.434924663e-03,-4.938425845e-04
-1.501145889e-04,-2.714641414e-05
-1.784548047e-03,3.918121511e-04
-3.009540029e-03,7.243806613e-04
-3.608460538e-03,9.438161505e-04
-3.726572962e-03,1.322128694e-03
-3.396235406e-03,1.479890198e-03
-2.852727892e-03,1.394278603e-03
-2.385234227e-03,1.118124695e-03
-2.065961249e-03,4.683480365e-04
-2.033028752e-03,-3.809327027e-04
-2.020478481e-03,-1.375647727e-03
-1.841242774e-03,-2.227102406e-03
-1.429181080e-03,-2.888745861e-03
-5.890852772e-04,-3.206623485e-03
4.997902433e-04,-3.135275561e-03
1.552391448e-03,-2.742105862e-03
2.574993297e-03,-2.108135726e-03
3.119469155e-03,-1.452890923e-03
3.184646135e-03,-5.953509244e-04
2.904177411e-03,3.004380560e-04
2.236643340e-03,1.140310778e-03
1.559307333e-03,1.930404920e-03
1.095217071e-03,2.551473444e-03
1.023570308e-03,3.063851967e-03
1.317870920e-03,3.364123870e-03
1.757790917e-03,3.442610614e-03
2.032098360e-03,3.348393366e-03
1.887969323e-03,2.989660949e-03
1.163555426e-03,2.572074067e-03
-5.003978004e-05,2.165480750e-03
-1.320661977e-03,1.785160392e-03
-2.432578010e-03,1.539841061e-03
-3.036387498e-03,1.462802058e-03
-2.880970947e-03,1.568345120e-03
-2.114254283e-03,1.723500667e-03
-9.875902906e-04,1.980069559e-03
1.811533148e-04,2.275319537e-03
1.094661769e-03,2.650361508e-03
1.585561433e-03,3.044475801e-03
1.665913616e-03,3.387795761e-03
1.430372591e-03,3.741729073e-03
1.180643565e-03,3.705302952e-03
9.346122970e-04,3.176353639e-03
5.951088388e-04,2.214832231e-03
2.073503856e-04,7.223538123e-04
-2.586005721e-04,-9.249432478e-04
-8.146013133e-04,-2.279800363e-03
-1.389033510e-03,-3.097358858e-03
-1.850669738e-03,-3.112923354e-03
-2.147519263e-03,-2.407211578e-03
-2.336998237e-03,-1.285052160e-03
-2.403570805e-03,-6.149358524e-05
-2.528879093e-03,1.013588044e-03
-2.805811586e-03,1.610742649e-03
-3.138883039e-03,1.683410024e-03
-3.542243969e-03,1.502612722e-03
-3.624542383e-03,1.137927989e-03
-3.162536072e-03,7.409466780e-04
-2.119010547e-03,3.858977580e-04
-6.491643144e-04,8.985040768e-05
9.125401266e-04,-2.377150668e-04
2.279264154e-03,-5.910741165e-04
3.071494168e-03,-9.992482373e-04
3.164467867e-03,-1.674263040e-03
2.599984873e-03,-2.376400633e-03
1.612579683e-03,-2.893131925e-03
4.704508465e-04,-3.264751518e-03
-6.965982029e-04,-3.206495196e-03
-1.700479188e-03,-2.533379011e-03
-2.475530840e-03,-1.494002179e-03
-2.914705779e-03,-2.131888323e-04
-2.938913880e-03,1.028331229e-03
-2.575012390e-03,1.744011184e-03
-1.925311633e-03,1.725935726e-03
-7.777289138e-04,9.215588216e-04
6.784135476e-04,-2.076684177e-04
1.865749946e-03,-1.195348916e-03
2.819871297e-03,-1.681473339e-03
3.276594682e-03,-1.150331111e-03
3.218267113e-03,1.475893514e-04
2.767709782e-03,1.803159947e-03
2.005473943e-03,3.233845811e-03
1.240798621e-03,3.756771330e-03
4.563721013e-04,3.122929484e-03
-1.378633460e-04,1.518827397e-03
-6.331916666e-04,-5.155967665e-04
-1.047745347e-03,-2.324281726e-03
-1.230678638e-03,-3.226540517e-03
-1.263241051e-03,-2.946351888e-03
-1.089212485e-03,-1.573400339e-03
-7.567342254e-04,3.662796225e-04
-1.248098997e-04,2.153191483e-03
6.095768185e-04,3.224195680e-03
1.340873423e-03,3.330597887e-03
2.094522351e-03,2.492804080e-03
2.551919548e-03,1.158775529e-03
2.731544431e-03,-2.418636868e-04
2.562685171e-03,-1.480502542e-03
2.055119956e-03,-2.238148125e-03
1.335163135e-03,-2.587249270e-03
4.833903513e-04,-2.644371241e-03
-3.406189207e-04,-2.661981620e-03
-1.042946358e-03,-2.769869519e-03
-1.588613493e-03,-2.851873636e-03
-2.045132685e-03,-3.038917435e-03
-2.285880968e-03,-3.178209532e-03
-2.143351594e-03,-3.156958614e-03
-1.612674561e-03,-3.051078646e-03
-6.513763219e-04,-2.835250460e-03
6.611403078e-04,-2.541989554e-03
2.005545190e-03,-2.282330533e-03
2.974599600e-03,-1.934235450e-03
3.320463700e-03,-1.439334359e-03
2.820113208e-03,-1.016393304e-03
1.564310398e-03,-5.590528599e-04
