I , Q   (centre=5000.000 MHz ; BW=5.000 MHz ; fs=10.000 MSa/s)
-1.615684014e-04,2.412845934e-04
-1.438489417e-04,2.416785719e-04
-1.725807524e-04,2.142663288e-04
-1.722437446e-04,1.805172506e-04
-2.086699678e-04,2.196063870e-04
-2.474031062e-04,2.109199122e-04
-2.078915131e-04,1.431606652e-04
-2.513286308e-04,1.046506368e-04
-3.216700570e-04,3.882806050e-05
-2.831790189e-04,5.152550148e-05
-2.419728553e-04,1.216106193e-05
-3.091197868e-04,-6.844750897e-05
-2.484283759e-04,-5.039103780e-05
-2.170574007e-04,-6.850447244e-05
-2.573901729e-04,-1.514531614e-04
-2.272865531e-04,-2.213531698e-04
-2.733438450e-04,-1.828051609e-04
-2.269305551e-04,-2.151777007e-04
-1.298841380e-04,-2.914003271e-04
-9.213831800e-05,-2.702015336e-04
-5.548899935e-05,-2.977609111e-04
-1.615779001e-05,-3.132494166e-04
3.146117160e-05,-2.790541330e-04
4.700663703e-05,-2.554392559e-04
1.020494456e-04,-2.850776946e-04
7.731910591e-05,-3.020187141e-04
1.080540314e-04,-2.649184316e-04
1.873620058e-04,-2.266884694e-04
1.883113437e-04,-1.520512451e-04
2.371217270e-04,-2.031115728e-04
2.348717826e-04,-1.546904241e-04
2.494109503e-04,-1.122928370e-04
2.707616368e-04,-1.146946743e-04
2.702964703e-04,-6.638269406e-05
3.216700570e-04,-4.375514254e-05
3.401205176e-04,4.165235077e-05
2.557715343e-04,2.246141594e-05
2.407672000e-04,5.134037929e-05
2.422339312e-04,1.168117014e-04
2.377910132e-04,1.416559680e-04
2.516086679e-04,1.615541551e-04
2.137109695e-04,2.099373378e-04
1.743845060e-04,2.007144940e-04
1.247149630e-04,2.119072160e-04
1.151408651e-04,2.959761478e-04
8.233637345e-05,3.047338105e-04
4.574401100e-05,2.890744363e-04
9.744988347e-06,2.985203755e-04
-3.512562898e-06,2.977798868e-04
-7.919405471e-05,2.618141007e-04
-1.474564342e-04,3.153854341e-04
-1.058990238e-04,2.691429981e-04
-1.508028654e-04,1.858193282e-04
-2.159988799e-04,2.302959620e-04
-2.313924488e-04,1.812814735e-04
-2.526861790e-04,1.701979054e-04
-2.921075793e-04,9.574581782e-05
-2.966074680e-04,4.469973646e-05
-2.813562751e-04,6.632573059e-05
-3.436520637e-04,2.075260090e-05
-2.952688956e-04,-1.348064689e-05
-2.714309085e-04,-9.946249338e-05
-2.891693730e-04,-7.869565161e-05
-2.531893260e-04,-1.504895918e-04
-1.838114695e-04,-1.458188199e-04
-1.961196831e-04,-1.373981650e-04
-2.297595784e-04,-2.782709198e-04
-1.489991264e-04,-2.694372961e-04
-1.937748020e-04,-2.838150831e-04
-1.713323727e-04,-2.982972946e-04
-1.013611691e-04,-2.740890777e-04
-2.032539669e-05,-3.159835178e-04
1.637613764e-06,-2.432782057e-04
4.139128214e-05,-2.469758911e-04
9.310664609e-05,-3.241620725e-04
8.211327804e-05,-2.516276727e-04
1.188195602e-04,-2.082047868e-04
1.882923534e-04,-2.268023818e-04
2.094152005e-04,-1.737152197e-04
1.794587297e-04,-1.493930904e-04
2.471420157e-04,-2.137869160e-04
2.351708245e-04,-1.398712047e-04
2.707758686e-04,-5.606335253e-05
2.536355169e-04,-3.112890045e-05
2.557715343e-04,-3.547688539e-05
3.435381514e-04,-2.400409539e-05
2.946708119e-04,1.522743514e-05
2.916424128e-04,3.086783181e-05
2.722663339e-04,1.334916305e-04
2.659817110e-04,1.816327276e-04
2.596401027e-04,2.001923567e-04
2.341075742e-04,2.204417979e-04
2.484663564e-04,2.363195381e-04
1.973633189e-04,2.707948734e-04
6.214388122e-05,2.596401027e-04
2.943432810e-05,3.315811919e-04
8.882986731e-05,2.830888261e-04
3.792618600e-06,2.432592155e-04
-5.983698429e-05,3.177872568e-04
-4.791800166e-05,2.489837352e-04
-1.487048285e-04,2.766902617e-04
