I , Q   (centre=5000.000 MHz ; BW=5.000 MHz ; fs=10.000 MSa/s)
-3.241430968e-04,1.599165444e-05
-3.246272681e-04,1.379867626e-05
-2.743501391e-04,-2.606891212e-05
-2.868055017e-04,-6.785416917e-05
-2.900047984e-04,-6.366757589e-05
-2.455613576e-04,-1.562520920e-04
-2.412845934e-04,-2.580974251e-04
-2.481862903e-04,-2.081335842e-04
-1.958396169e-04,-1.556397619e-04
-1.922890806e-04,-2.288672113e-04
-8.705934306e-05,-2.754656307e-04
-5.879745368e-05,-2.665180946e-04
-7.947410631e-05,-2.949508489e-04
-4.105901098e-05,-2.854099730e-04
-1.841722110e-06,-3.225814435e-04
5.314412556e-05,-2.816553169e-04
6.558524183e-05,-2.734387817e-04
8.864000120e-05,-3.228235291e-04
1.710190845e-04,-2.284922084e-04
2.300016640e-04,-2.452291083e-04
2.103455627e-04,-2.316155442e-04
2.733058645e-04,-1.886625978e-04
2.967545879e-04,-1.445941743e-04
2.673582349e-04,-9.248957940e-05
3.124851792e-04,-7.861969789e-05
3.336839727e-04,-1.483820506e-05
2.363575040e-04,1.351862011e-05
2.514377993e-04,2.914003198e-05
2.977039549e-04,1.041854630e-04
2.887611627e-04,1.405784569e-04
2.992276277e-04,1.127580181e-04
2.375489275e-04,1.536508935e-04
2.115891984e-04,2.041321131e-04
1.699558343e-04,2.455091453e-04
1.490750728e-04,2.723945072e-04
1.410246477e-04,2.496720117e-04
5.807120760e-05,2.315443417e-04
5.742090798e-05,3.116877342e-04
4.830723265e-05,2.905079455e-04
-3.663033567e-05,2.834211045e-04
-6.476406270e-05,2.946518071e-04
-9.489140939e-05,1.935896871e-04
-1.485149551e-04,2.479252289e-04
-1.988917502e-04,2.583584865e-04
-1.702168956e-04,2.218563168e-04
-1.760933228e-04,2.216854336e-04
-2.499140974e-04,1.521224476e-04
-2.532415383e-04,1.559910161e-04
-2.592318924e-04,1.152120603e-04
-2.353939199e-04,6.874655082e-05
-2.565357718e-04,7.618463860e-05
-3.058872535e-04,-7.884279512e-06
-2.489125472e-04,-4.072199590e-05
