I , Q   (centre=5000.000 MHz ; BW=5.000 MHz ; fs=10.000 MSa/s)
-4.410027526e-03,7.245847373e-04
-4.302248824e-03,6.291379686e-04
-3.140354529e-03,4.207433376e-04
-1.309801475e-03,3.689140431e-05
4.839125031e-04,-3.466804628e-04
1.971739111e-03,-6.660863291e-04
2.969240537e-03,-9.484299226e-04
3.408899531e-03,-1.029185718e-03
3.457970917e-03,-1.064667245e-03
3.279979108e-03,-1.013697125e-03
2.769869519e-03,-9.652380249e-04
1.805319684e-03,-1.107734162e-03
4.945308901e-04,-1.186705078e-03
-1.007227460e-03,-1.199663617e-03
-2.416567411e-03,-1.120061381e-03
-3.279309720e-03,-7.361524622e-04
-3.267580643e-03,-1.718355197e-04
-2.318310551e-03,5.569358473e-04
-8.810789441e-04,1.282916171e-03
5.417796201e-04,1.864060177e-03
1.532588154e-03,2.165741753e-03
1.622044598e-03,2.186067170e-03
8.363602101e-04,2.059785882e-03
-4.997000215e-04,1.668699901e-03
-1.818017103e-03,1.215807162e-03
-2.507405123e-03,5.659688031e-04
-2.472777851e-03,-2.720052726e-04
-1.691607526e-03,-1.157232793e-03
-4.743906029e-04,-2.084649168e-03
4.269757483e-04,-2.662764629e-03
8.859490626e-04,-2.822937677e-03
6.897391868e-04,-2.492509782e-03
-1.232482318e-04,-1.581398537e-03
-1.144454698e-03,-3.653682361e-04
-2.125371015e-03,7.770216325e-04
-2.629048890e-03,1.418078551e-03
-2.676022239e-03,1.491196803e-03
-2.253731480e-03,1.012249384e-03
-1.559179160e-03,2.919224607e-05
-1.005703700e-03,-1.077682711e-03
-4.796547000e-04,-2.001529559e-03
-1.720396394e-04,-2.537304536e-03
-8.187119238e-05,-2.698910888e-03
-1.588010637e-04,-2.641489962e-03
-4.606108996e-04,-2.461865079e-03
-8.421416860e-04,-2.108154818e-03
-1.406923868e-03,-1.703659422e-03
-2.110437956e-03,-1.381244161e-03
-2.943304600e-03,-9.346692241e-04
-3.591182642e-03,-3.654062166e-04
-3.872429719e-03,2.752757573e-04
-3.856960218e-03,1.058771857e-03
-3.374609398e-03,1.826238353e-03
-2.486519516e-03,2.477761824e-03
-1.542072045e-03,2.846965333e-03
-6.180354394e-04,2.808901481e-03
2.713549766e-04,2.394699259e-03
9.506609058e-04,1.550231595e-03
1.515946235e-03,5.998887937e-04
1.924898708e-03,-3.486171190e-04
2.240530914e-03,-1.191912219e-03
2.467034385e-03,-1.604177989e-03
2.644817345e-03,-1.741851447e-03
2.777307527e-03,-1.633090200e-03
2.816263819e-03,-1.387566794e-03
2.981349360e-03,-1.238899888e-03
3.071627114e-03,-1.106243697e-03
3.047324019e-03,-1.153511461e-03
2.987316111e-03,-1.200931030e-03
2.915650373e-03,-1.125491573e-03
3.085515928e-03,-1.143116155e-03
3.448411124e-03,-1.116657979e-03
4.018309992e-03,-1.015856862e-03
4.499673843e-03,-1.005907776e-03
