I , Q   (centre=5000.000 MHz ; BW=5.000 MHz ; fs=10.000 MSa/s)
1.066062832e-04,-1.083298121e-03
5.482683191e-04,-9.336677031e-04
8.827877464e-04,-6.312929909e-04
1.085196855e-03,-2.935553202e-04
1.184303313e-03,-1.647581848e-05
1.053061569e-03,2.266694792e-04
8.007884026e-04,5.066159647e-04
5.239082384e-04,6.400174461e-04
3.183995723e-04,7.760722656e-04
2.974238887e-04,1.014926587e-03
3.489303926e-04,1.200223691e-03
4.652816860e-04,1.323172939e-03
4.064462555e-04,1.339183538e-03
3.247601853e-04,1.161286491e-03
3.703332914e-04,8.225615020e-04
1.456906612e-04,3.779422841e-04
8.051363693e-05,-9.972356202e-05
-1.586349390e-05,-5.181267625e-04
-2.978890552e-04,-8.146013133e-04
-4.299519351e-04,-7.914136513e-04
-6.938830484e-04,-6.046497147e-04
-9.219528292e-04,-3.294831549e-04
-1.077070483e-03,4.645127046e-05
-1.140457927e-03,3.922013857e-04
-9.981517214e-04,7.000775076e-04
-6.903515314e-04,8.679685416e-04
-2.224306663e-04,9.478366119e-04
8.176202391e-05,9.461989976e-04
2.381090453e-04,8.883888368e-04
1.795157004e-04,7.818774902e-04
-1.659211266e-04,6.320002722e-04
-5.121743889e-04,4.701138241e-04
-9.527637158e-04,2.644200285e-04
-1.164295943e-03,1.734731341e-04
-1.049435115e-03,1.579276723e-04
-8.499310352e-04,2.124293533e-04
-4.337255668e-04,3.880005388e-04
-2.623504770e-05,5.046081496e-04
2.438525553e-04,6.546705263e-04
4.395260476e-04,8.818811039e-04
5.114148953e-04,9.255603072e-04
4.036741739e-04,9.732932085e-04
2.841473615e-04,9.809875628e-04
2.870475873e-04,8.416385390e-04
1.931814622e-04,6.129232352e-04
1.311657397e-04,1.168876479e-04
1.597314258e-04,-4.373140691e-04
7.385875506e-05,-8.610905497e-04
-1.915296161e-05,-1.118703862e-03
-2.290903067e-04,-1.082125702e-03
-4.867747484e-04,-7.697496912e-04
-7.672955981e-04,-3.222491650e-04
-9.541022591e-04,1.838304597e-04
-8.858588408e-04,4.576204810e-04
-6.394953234e-04,4.763794714e-04
-1.096536653e-04,3.192540025e-04
3.610582498e-04,-4.479466952e-05
7.428263780e-04,-3.472975222e-04
1.093171304e-03,-4.886354436e-04
1.175787649e-03,-3.022228193e-04
1.007170416e-03,1.069385544e-04
7.214993821e-04,5.706775701e-04
4.202449345e-04,1.061971183e-03
2.453572524e-04,1.253923285e-03
2.157757845e-04,1.116843079e-03
3.672479361e-04,7.798126899e-04
6.251602317e-04,2.998067357e-04
7.947600679e-04,-1.254412200e-04
9.167979006e-04,-3.815829987e-04
9.653899469e-04,-2.735859307e-04
8.456020732e-04,1.307765197e-04
5.369095015e-04,6.247330457e-04
2.786981349e-04,1.066542231e-03
1.062882511e-04,1.208905480e-03
-1.887290455e-05,1.039505005e-03
-7.744726463e-05,5.178657011e-04
-8.364171663e-05,-1.333254913e-04
-1.454106095e-04,-6.848642952e-04
-3.099219757e-04,-1.048656646e-03
-5.533805233e-04,-9.826062014e-04
-8.638436557e-04,-7.055457099e-04
-1.060907962e-03,-3.722699475e-04
-1.271533547e-03,5.665668868e-05
-1.238377765e-03,2.826995915e-04
-9.028330678e-04,3.148300748e-04
-4.250960483e-04,3.022797755e-04
1.369899546e-04,8.263541531e-05
6.025469047e-04,-1.455245365e-04
9.466261836e-04,-3.645138349e-04
9.489900549e-04,-6.578128668e-04
6.929194788e-04,-8.682106272e-04
2.853387850e-04,-1.093655475e-03
-1.361877657e-04,-1.223169384e-03
-4.183842102e-04,-1.122382469e-03
-4.672705545e-04,-9.341660771e-04
-3.106434597e-04,-5.494218203e-04
-8.350880671e-05,-1.034971938e-04
2.549361088e-04,3.954386339e-04
4.822369083e-04,8.368443814e-04
5.796203623e-04,9.838356636e-04
6.164927618e-04,1.016858499e-03
4.696296528e-04,9.530959651e-04
3.868281201e-04,8.687137743e-04
3.318612580e-04,7.636359078e-04
3.724550770e-04,7.880482008e-04
5.103374133e-04,8.597709821e-04
6.472514360e-04,9.405076853e-04
7.372489781e-04,1.031696680e-03
6.195069291e-04,1.022212789e-03
3.695738269e-04,9.481498855e-04
-6.190180284e-05,7.733239327e-04
-5.056144437e-04,6.680182414e-04
-8.716709563e-04,5.518948310e-04
-1.049791113e-03,4.002707719e-04
-8.297575405e-04,3.599949705e-04
-3.357488022e-04,2.305570379e-04
2.085418091e-04,1.680429123e-04
7.572942995e-04,9.862706793e-05
1.027775928e-03,-4.464752055e-05
9.579518228e-04,-1.574814814e-04
6.447024061e-04,-4.558689543e-04
1.047265905e-04,-6.598206819e-04
-3.504920751e-04,-7.497612969e-04
-6.125529762e-04,-8.055635844e-04
-5.756568280e-04,-7.760010776e-04
-2.619280131e-04,-6.255494663e-04
2.797613852e-04,-4.871829879e-04
6.525866920e-04,-3.681403177e-04
8.284759242e-04,-1.805362408e-04
8.894093917e-04,-2.065909066e-04
5.796962650e-04,-3.788536415e-04
1.839965844e-04,-6.483478937e-04
-2.827897843e-04,-8.520717965e-04
-5.582554149e-04,-9.545674548e-04
-6.107682129e-04,-1.067121397e-03
-5.801946972e-04,-1.084114541e-03
-4.602216941e-04,-1.008176710e-03
-3.393942607e-04,-9.535991121e-04
-2.246094082e-04,-9.445803589e-04
-2.391675516e-04,-9.522415348e-04
-3.594585869e-04,-1.049587037e-03
-5.293574650e-04,-1.115243416e-03
-5.381531082e-04,-1.182390377e-03
-4.221578420e-04,-1.166232629e-03
-2.160700824e-04,-9.809685871e-04
1.847940293e-04,-7.754789549e-04
6.563983043e-04,-5.466117291e-04
1.007763785e-03,-3.895622212e-04
1.089283731e-03,-3.352266503e-04
1.040141098e-03,-3.404527961e-04
7.705898606e-04,-4.946020781e-04
3.043398319e-04,-7.211623597e-04
-4.652247299e-05,-8.291832055e-04
-2.789402206e-04,-8.814349421e-04
-2.596401027e-04,-9.032792877e-04
5.708389290e-05,-8.252386469e-04
5.341563956e-04,-6.958007580e-04
8.883129340e-04,-5.168830976e-04
1.135454979e-03,-2.868434822e-04
1.176661113e-03,-1.880170566e-05
8.877528016e-04,3.545457439e-04
6.019346183e-04,7.248648326e-04
3.076720168e-04,9.859716520e-04
1.893888402e-04,1.089231460e-03
2.697553427e-04,1.034264686e-03
4.597944790e-04,7.968628779e-04
7.952632150e-04,4.245929013e-04
1.024277532e-03,-1.912922698e-06
1.021059346e-03,-2.468856983e-04
7.907633553e-04,-2.694942523e-04
3.525568754e-04,-2.088028705e-04
-1.257592376e-04,1.052297375e-04
-6.006340263e-04,3.491535026e-04
-1.022882061e-03,5.125683383e-04
-1.251303009e-03,5.402369425e-04
-1.304333215e-03,3.929086379e-04
-1.314638415e-03,3.311729815e-04
-1.206807443e-03,2.080006816e-04
-1.000828808e-03,2.246236545e-04
-8.742531645e-04,3.702051472e-04
-6.976044970e-04,5.900156102e-04
-4.337825230e-04,7.948360289e-04
-1.814665884e-04,9.096778231e-04
5.182454333e-05,9.646447143e-04
3.358247341e-04,7.441079360e-04
5.228117807e-04,3.758774546e-04
6.954637356e-04,-3.800688137e-05
8.667438524e-04,-3.775672812e-04
8.321925998e-04,-5.200254382e-04
7.915655151e-04,-4.731279914e-04
7.309833309e-04,-1.845187217e-04
5.687029334e-04,1.087802739e-04
4.147387517e-04,4.826119111e-04
2.985963365e-04,7.476632600e-04
2.606796334e-04,8.278446039e-04
2.503033320e-04,9.419412236e-04
2.627824142e-04,8.242181502e-04
